County,Precinct,Registered Voters,Donald J. Trump (I) (Rep)_Election Day Votes,Donald J. Trump (I) (Rep)_Advanced Voting Votes,Donald J. Trump (I) (Rep)_Absentee by Mail Votes,Donald J. Trump (I) (Rep)_Provisional Votes,Donald J. Trump (I) (Rep)_Choice Total,Joseph R. Biden (Dem)_Election Day Votes,Joseph R. Biden (Dem)_Advanced Voting Votes,Joseph R. Biden (Dem)_Absentee by Mail Votes,Joseph R. Biden (Dem)_Provisional Votes,Joseph R. Biden (Dem)_Choice Total,Jo Jorgensen (Lib)_Election Day Votes,Jo Jorgensen (Lib)_Advanced Voting Votes,Jo Jorgensen (Lib)_Absentee by Mail Votes,Jo Jorgensen (Lib)_Provisional Votes,Jo Jorgensen (Lib)_Choice Total,Total Votes
Fulton,08A,3084.0,149.0,681.0,236.0,4.0,1070.0,108.0,795.0,397.0,6.0,1306.0,5.0,9.0,12.0,0.0,26.0,2402.0
Fulton,08B,3498.0,131.0,918.0,247.0,2.0,1298.0,80.0,883.0,481.0,0.0,1444.0,9.0,23.0,16.0,0.0,48.0,2790.0
Fulton,08C,1500.0,55.0,490.0,146.0,0.0,691.0,26.0,281.0,199.0,0.0,506.0,0.0,3.0,2.0,0.0,5.0,1202.0
Fulton,08D,1073.0,36.0,372.0,97.0,12.0,517.0,8.0,191.0,157.0,7.0,363.0,1.0,2.0,6.0,0.0,9.0,889.0
Fulton,08E,2568.0,104.0,741.0,231.0,3.0,1079.0,51.0,566.0,468.0,0.0,1085.0,2.0,8.0,11.0,0.0,21.0,2185.0
Fulton,08F1,2187.0,102.0,662.0,190.0,2.0,956.0,42.0,524.0,323.0,2.0,891.0,2.0,14.0,5.0,0.0,21.0,1868.0
Fulton,08G,3086.0,102.0,436.0,199.0,0.0,737.0,100.0,619.0,541.0,5.0,1265.0,9.0,11.0,11.0,0.0,31.0,2033.0
Fulton,08H,2556.0,90.0,654.0,224.0,3.0,971.0,42.0,574.0,483.0,0.0,1099.0,5.0,6.0,1.0,0.0,12.0,2082.0
Fulton,08J,3344.0,125.0,648.0,177.0,5.0,955.0,106.0,1076.0,444.0,4.0,1630.0,11.0,26.0,10.0,0.0,47.0,2632.0
Fulton,08K,1049.0,54.0,151.0,42.0,0.0,247.0,40.0,330.0,200.0,0.0,570.0,5.0,8.0,6.0,0.0,19.0,836.0
Fulton,08L,4505.0,135.0,607.0,167.0,5.0,914.0,158.0,1334.0,802.0,16.0,2310.0,16.0,32.0,23.0,0.0,71.0,3295.0
Fulton,08M,2295.0,127.0,628.0,182.0,5.0,942.0,70.0,483.0,284.0,2.0,839.0,5.0,9.0,7.0,0.0,21.0,1802.0
Fulton,08N1,824.0,25.0,219.0,73.0,1.0,318.0,11.0,194.0,131.0,2.0,338.0,3.0,10.0,2.0,0.0,15.0,671.0
Fulton,08N2,1616.0,44.0,271.0,136.0,1.0,452.0,49.0,411.0,294.0,2.0,756.0,2.0,6.0,3.0,0.0,11.0,1219.0
Fulton,08P,1887.0,39.0,95.0,47.0,5.0,186.0,108.0,608.0,224.0,6.0,946.0,4.0,9.0,4.0,0.0,17.0,1149.0
Fulton,09A,3856.0,73.0,424.0,95.0,3.0,595.0,148.0,1367.0,576.0,7.0,2098.0,11.0,36.0,16.0,0.0,63.0,2756.0
Fulton,09B,464.0,3.0,2.0,2.0,0.0,7.0,27.0,80.0,68.0,0.0,175.0,0.0,2.0,0.0,0.0,2.0,184.0
Fulton,09C,3353.0,18.0,37.0,12.0,0.0,67.0,252.0,856.0,469.0,24.0,1601.0,7.0,5.0,7.0,2.0,21.0,1689.0
Fulton,09D,2299.0,13.0,17.0,18.0,0.0,48.0,213.0,437.0,290.0,9.0,949.0,5.0,3.0,1.0,0.0,9.0,1006.0
Fulton,09E,3261.0,26.0,75.0,20.0,2.0,123.0,249.0,931.0,330.0,4.0,1514.0,12.0,7.0,2.0,0.0,21.0,1658.0
Fulton,09F,3917.0,113.0,708.0,204.0,4.0,1029.0,112.0,1170.0,633.0,2.0,1917.0,2.0,22.0,16.0,1.0,41.0,2987.0
Fulton,09G,3943.0,115.0,306.0,113.0,4.0,538.0,186.0,1406.0,626.0,10.0,2228.0,7.0,28.0,16.0,1.0,52.0,2818.0
Fulton,09H,1185.0,16.0,43.0,16.0,0.0,75.0,68.0,396.0,159.0,1.0,624.0,4.0,7.0,3.0,0.0,14.0,713.0
Fulton,09I,1397.0,14.0,16.0,5.0,0.0,35.0,132.0,255.0,174.0,2.0,563.0,3.0,3.0,1.0,0.0,7.0,605.0
Fulton,09K,4002.0,22.0,53.0,12.0,0.0,87.0,251.0,858.0,478.0,11.0,1598.0,8.0,14.0,5.0,0.0,27.0,1712.0
Fulton,09K1,1518.0,10.0,19.0,3.0,0.0,32.0,102.0,309.0,40.0,2.0,453.0,2.0,2.0,0.0,0.0,4.0,489.0
Fulton,09M,2578.0,35.0,201.0,43.0,0.0,279.0,89.0,1148.0,354.0,0.0,1591.0,6.0,20.0,8.0,0.0,34.0,1904.0
Fulton,10A,3186.0,15.0,39.0,18.0,0.0,72.0,231.0,948.0,529.0,16.0,1724.0,3.0,3.0,8.0,0.0,14.0,1810.0
Fulton,10B,3965.0,25.0,44.0,24.0,3.0,96.0,215.0,1478.0,891.0,8.0,2592.0,5.0,11.0,3.0,0.0,19.0,2707.0
Fulton,10C,2598.0,19.0,18.0,14.0,1.0,52.0,121.0,698.0,319.0,15.0,1153.0,5.0,4.0,2.0,0.0,11.0,1216.0
Fulton,10D,4968.0,44.0,39.0,18.0,20.0,121.0,280.0,1146.0,554.0,137.0,2117.0,10.0,9.0,3.0,2.0,24.0,2262.0
Fulton,10E,1084.0,6.0,18.0,7.0,0.0,31.0,92.0,291.0,182.0,4.0,569.0,0.0,1.0,1.0,0.0,2.0,602.0
Fulton,10F,1208.0,10.0,16.0,4.0,1.0,31.0,121.0,300.0,203.0,14.0,638.0,1.0,6.0,1.0,0.0,8.0,677.0
Fulton,10G,1332.0,10.0,18.0,10.0,0.0,38.0,94.0,508.0,238.0,4.0,844.0,3.0,3.0,0.0,0.0,6.0,888.0
Fulton,10H1,439.0,3.0,2.0,1.0,2.0,8.0,23.0,154.0,81.0,11.0,269.0,2.0,1.0,0.0,1.0,4.0,281.0
Fulton,10H2,2623.0,14.0,24.0,12.0,0.0,50.0,163.0,556.0,349.0,15.0,1083.0,3.0,1.0,2.0,0.0,6.0,1139.0
Fulton,10I,331.0,4.0,6.0,0.0,0.0,10.0,13.0,159.0,92.0,0.0,264.0,0.0,0.0,0.0,0.0,0.0,274.0
Fulton,10J,1238.0,10.0,6.0,7.0,1.0,24.0,146.0,191.0,128.0,14.0,479.0,3.0,1.0,1.0,1.0,6.0,509.0
Fulton,10K,1614.0,13.0,30.0,4.0,0.0,47.0,97.0,560.0,310.0,5.0,972.0,5.0,5.0,3.0,0.0,13.0,1032.0
Fulton,10M,2880.0,14.0,32.0,24.0,0.0,70.0,232.0,857.0,429.0,13.0,1531.0,11.0,6.0,3.0,1.0,21.0,1622.0
Fulton,10P,1607.0,11.0,12.0,7.0,1.0,31.0,140.0,336.0,241.0,3.0,720.0,0.0,2.0,1.0,1.0,4.0,755.0
Fulton,10R,928.0,6.0,13.0,2.0,1.0,22.0,96.0,193.0,84.0,12.0,385.0,2.0,2.0,0.0,1.0,5.0,412.0
Fulton,11B,4395.0,19.0,34.0,20.0,4.0,77.0,331.0,1344.0,853.0,29.0,2557.0,2.0,6.0,1.0,2.0,11.0,2645.0
Fulton,11B1,894.0,12.0,10.0,2.0,0.0,24.0,66.0,291.0,28.0,7.0,392.0,0.0,1.0,0.0,0.0,1.0,417.0
Fulton,11C,3149.0,13.0,31.0,9.0,0.0,53.0,156.0,1338.0,589.0,12.0,2095.0,1.0,13.0,1.0,1.0,16.0,2164.0
Fulton,11E1,1340.0,17.0,13.0,4.0,3.0,37.0,110.0,394.0,165.0,19.0,688.0,2.0,1.0,2.0,0.0,5.0,730.0
Fulton,11E2,1003.0,10.0,10.0,4.0,0.0,24.0,73.0,344.0,160.0,4.0,581.0,0.0,1.0,2.0,0.0,3.0,608.0
Fulton,11E3,3605.0,19.0,35.0,7.0,3.0,64.0,260.0,1361.0,352.0,15.0,1988.0,6.0,6.0,1.0,0.0,13.0,2065.0
Fulton,11G,2556.0,8.0,26.0,14.0,3.0,51.0,114.0,495.0,323.0,25.0,957.0,2.0,1.0,1.0,4.0,8.0,1016.0
Fulton,11H,753.0,9.0,8.0,8.0,1.0,26.0,46.0,185.0,135.0,6.0,372.0,2.0,2.0,1.0,0.0,5.0,403.0
Fulton,11J,2092.0,17.0,14.0,5.0,0.0,36.0,174.0,523.0,347.0,24.0,1068.0,2.0,6.0,1.0,1.0,10.0,1114.0
Fulton,11K,2045.0,13.0,25.0,10.0,5.0,53.0,132.0,621.0,397.0,8.0,1158.0,5.0,3.0,4.0,1.0,13.0,1224.0
Fulton,11M,1380.0,13.0,12.0,6.0,0.0,31.0,95.0,568.0,363.0,11.0,1037.0,0.0,2.0,0.0,0.0,2.0,1070.0
Fulton,11M1,2190.0,11.0,26.0,1.0,1.0,39.0,132.0,520.0,54.0,27.0,733.0,3.0,6.0,0.0,1.0,10.0,782.0
Fulton,11N,2431.0,18.0,28.0,22.0,2.0,70.0,182.0,812.0,444.0,2.0,1440.0,4.0,5.0,3.0,0.0,12.0,1522.0
Fulton,11P,2095.0,7.0,20.0,11.0,1.0,39.0,128.0,550.0,395.0,15.0,1088.0,2.0,2.0,3.0,1.0,8.0,1135.0
Fulton,11R,2253.0,8.0,22.0,6.0,1.0,37.0,118.0,451.0,235.0,5.0,809.0,2.0,4.0,2.0,0.0,8.0,854.0
Fulton,12A,4971.0,44.0,97.0,35.0,3.0,179.0,272.0,1610.0,758.0,23.0,2663.0,4.0,23.0,7.0,2.0,36.0,2878.0
Fulton,12A1,690.0,8.0,8.0,4.0,0.0,20.0,35.0,308.0,20.0,8.0,371.0,4.0,6.0,0.0,1.0,11.0,402.0
Fulton,12D,1408.0,10.0,15.0,5.0,0.0,30.0,98.0,345.0,141.0,2.0,586.0,3.0,6.0,0.0,0.0,9.0,625.0
Fulton,12E1,1906.0,9.0,25.0,29.0,1.0,64.0,122.0,299.0,246.0,4.0,671.0,0.0,1.0,2.0,0.0,3.0,738.0
Fulton,12F,1229.0,10.0,15.0,4.0,0.0,29.0,108.0,294.0,92.0,2.0,496.0,2.0,4.0,0.0,0.0,6.0,531.0
Fulton,12G,885.0,4.0,8.0,13.0,0.0,25.0,58.0,188.0,184.0,1.0,431.0,0.0,0.0,0.0,0.0,0.0,456.0
Fulton,12H1,1170.0,10.0,12.0,8.0,2.0,32.0,91.0,169.0,73.0,13.0,346.0,3.0,2.0,1.0,0.0,6.0,384.0
Fulton,12H2,2998.0,13.0,20.0,10.0,0.0,43.0,276.0,702.0,400.0,11.0,1389.0,8.0,2.0,1.0,0.0,11.0,1443.0
Fulton,12I,1079.0,8.0,8.0,2.0,4.0,22.0,54.0,242.0,155.0,40.0,491.0,2.0,1.0,1.0,2.0,6.0,519.0
Fulton,12J,3154.0,27.0,37.0,12.0,2.0,78.0,243.0,708.0,342.0,34.0,1327.0,4.0,3.0,7.0,1.0,15.0,1420.0
Fulton,12K,3620.0,17.0,60.0,24.0,4.0,105.0,190.0,942.0,371.0,9.0,1512.0,7.0,11.0,6.0,0.0,24.0,1641.0
Fulton,12L,774.0,2.0,10.0,4.0,2.0,18.0,57.0,137.0,71.0,3.0,268.0,1.0,0.0,0.0,0.0,1.0,287.0
Fulton,12M,2990.0,35.0,22.0,8.0,4.0,69.0,345.0,635.0,312.0,20.0,1312.0,5.0,8.0,3.0,0.0,16.0,1397.0
Fulton,12N,1134.0,6.0,7.0,5.0,0.0,18.0,89.0,216.0,83.0,14.0,402.0,1.0,3.0,1.0,0.0,5.0,425.0
Fulton,12S,2079.0,14.0,16.0,9.0,1.0,40.0,162.0,575.0,245.0,14.0,996.0,1.0,5.0,3.0,0.0,9.0,1045.0
Fulton,AP01A,5236.0,178.0,1275.0,410.0,1.0,1864.0,117.0,1266.0,808.0,4.0,2195.0,11.0,24.0,15.0,0.0,50.0,4109.0
Fulton,AP01B,1281.0,51.0,255.0,91.0,3.0,400.0,44.0,282.0,155.0,5.0,486.0,4.0,12.0,3.0,2.0,21.0,907.0
Fulton,AP01C,2409.0,81.0,646.0,145.0,7.0,879.0,58.0,564.0,351.0,5.0,978.0,4.0,22.0,11.0,0.0,37.0,1894.0
Fulton,AP01D,1015.0,31.0,183.0,64.0,0.0,278.0,35.0,218.0,139.0,0.0,392.0,4.0,8.0,7.0,0.0,19.0,689.0
Fulton,AP021,3408.0,164.0,878.0,224.0,0.0,1266.0,105.0,822.0,360.0,4.0,1291.0,8.0,19.0,10.0,1.0,38.0,2595.0
Fulton,AP022,2507.0,88.0,504.0,186.0,0.0,778.0,100.0,517.0,383.0,0.0,1000.0,2.0,9.0,7.0,0.0,18.0,1796.0
Fulton,AP02B,677.0,30.0,87.0,81.0,5.0,203.0,9.0,134.0,133.0,4.0,280.0,1.0,3.0,2.0,0.0,6.0,489.0
Fulton,AP03,775.0,31.0,56.0,13.0,1.0,101.0,73.0,187.0,60.0,5.0,325.0,1.0,0.0,2.0,1.0,4.0,430.0
Fulton,AP04A,1760.0,74.0,485.0,200.0,5.0,764.0,46.0,369.0,239.0,4.0,658.0,7.0,11.0,12.0,0.0,30.0,1452.0
Fulton,AP04B,473.0,38.0,142.0,23.0,2.0,205.0,9.0,119.0,61.0,4.0,193.0,1.0,3.0,1.0,0.0,5.0,403.0
Fulton,AP05,4776.0,271.0,1184.0,398.0,4.0,1857.0,105.0,1084.0,729.0,9.0,1927.0,7.0,19.0,12.0,0.0,38.0,3822.0
Fulton,AP06,1967.0,118.0,612.0,148.0,10.0,888.0,41.0,399.0,248.0,6.0,694.0,3.0,11.0,6.0,0.0,20.0,1602.0
Fulton,AP07A,3910.0,178.0,887.0,291.0,14.0,1370.0,125.0,821.0,508.0,10.0,1464.0,8.0,16.0,9.0,4.0,37.0,2871.0
Fulton,AP07B,1882.0,79.0,499.0,167.0,10.0,755.0,59.0,458.0,241.0,10.0,768.0,1.0,9.0,1.0,0.0,11.0,1534.0
Fulton,AP09A,4437.0,203.0,983.0,315.0,7.0,1508.0,144.0,1096.0,688.0,5.0,1933.0,16.0,15.0,14.0,0.0,45.0,3486.0
Fulton,AP09B,925.0,32.0,162.0,44.0,0.0,238.0,26.0,253.0,172.0,2.0,453.0,3.0,9.0,3.0,0.0,15.0,706.0
Fulton,AP10,992.0,46.0,323.0,84.0,23.0,476.0,25.0,190.0,110.0,18.0,343.0,3.0,6.0,5.0,0.0,14.0,833.0
Fulton,AP12A,746.0,29.0,116.0,37.0,3.0,185.0,39.0,180.0,86.0,15.0,320.0,0.0,6.0,0.0,0.0,6.0,511.0
Fulton,AP12B,947.0,30.0,98.0,68.0,5.0,201.0,48.0,224.0,131.0,3.0,406.0,2.0,5.0,1.0,1.0,9.0,616.0
Fulton,AP12C,2367.0,96.0,671.0,179.0,9.0,955.0,63.0,493.0,228.0,8.0,792.0,4.0,9.0,1.0,0.0,14.0,1761.0
Fulton,AP14,3232.0,98.0,825.0,233.0,5.0,1161.0,74.0,776.0,564.0,5.0,1419.0,5.0,20.0,11.0,0.0,36.0,2616.0
Fulton,CH01,376.0,14.0,29.0,17.0,1.0,61.0,9.0,101.0,37.0,3.0,150.0,0.0,3.0,1.0,0.0,4.0,215.0
Fulton,CH02,338.0,34.0,80.0,37.0,0.0,151.0,14.0,50.0,32.0,0.0,96.0,1.0,2.0,0.0,0.0,3.0,250.0
Fulton,CH03,410.0,54.0,118.0,36.0,0.0,208.0,13.0,62.0,23.0,0.0,98.0,1.0,1.0,1.0,0.0,3.0,309.0
Fulton,CH04A,825.0,45.0,217.0,59.0,0.0,321.0,16.0,227.0,102.0,0.0,345.0,2.0,3.0,2.0,0.0,7.0,673.0
Fulton,CH05,429.0,47.0,142.0,51.0,0.0,240.0,8.0,46.0,36.0,0.0,90.0,0.0,1.0,2.0,0.0,3.0,333.0
Fulton,CP011,1353.0,23.0,90.0,27.0,3.0,143.0,76.0,370.0,157.0,7.0,610.0,7.0,8.0,3.0,0.0,18.0,771.0
Fulton,CP012,1469.0,8.0,108.0,26.0,1.0,143.0,79.0,493.0,208.0,6.0,786.0,5.0,4.0,5.0,0.0,14.0,943.0
Fulton,CP01B,422.0,6.0,45.0,13.0,0.0,64.0,20.0,124.0,43.0,1.0,188.0,2.0,3.0,1.0,0.0,6.0,258.0
Fulton,CP02,1208.0,17.0,45.0,18.0,0.0,80.0,69.0,351.0,165.0,1.0,586.0,5.0,6.0,2.0,0.0,13.0,679.0
Fulton,CP04A,13.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0
Fulton,CP04B,38.0,0.0,1.0,2.0,0.0,3.0,2.0,7.0,7.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,19.0
Fulton,CP051,1756.0,11.0,24.0,8.0,0.0,43.0,140.0,526.0,255.0,0.0,921.0,2.0,4.0,1.0,0.0,7.0,971.0
Fulton,CP05B,153.0,2.0,2.0,1.0,0.0,5.0,18.0,40.0,10.0,4.0,72.0,0.0,0.0,0.0,0.0,0.0,77.0
Fulton,CP06A,732.0,4.0,6.0,3.0,1.0,14.0,48.0,130.0,36.0,0.0,214.0,3.0,2.0,1.0,0.0,6.0,234.0
Fulton,CP07B,7.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0
Fulton,CP07C,323.0,0.0,1.0,0.0,0.0,1.0,18.0,43.0,10.0,0.0,71.0,0.0,1.0,0.0,0.0,1.0,73.0
Fulton,CP07D,790.0,4.0,4.0,3.0,0.0,11.0,60.0,128.0,37.0,0.0,225.0,0.0,3.0,2.0,0.0,5.0,241.0
Fulton,CP07E,127.0,0.0,1.0,0.0,0.0,1.0,19.0,19.0,3.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,42.0
Fulton,CP07F,266.0,0.0,2.0,1.0,0.0,3.0,23.0,35.0,3.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,64.0
Fulton,CP081,373.0,6.0,1.0,0.0,0.0,7.0,31.0,54.0,16.0,5.0,106.0,0.0,1.0,0.0,0.0,1.0,114.0
Fulton,CP083,240.0,0.0,0.0,0.0,0.0,0.0,13.0,20.0,3.0,0.0,36.0,0.0,1.0,0.0,0.0,1.0,37.0
Fulton,CP084,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fulton,CP08A,756.0,5.0,1.0,0.0,0.0,6.0,62.0,86.0,29.0,0.0,177.0,1.0,0.0,0.0,0.0,1.0,184.0
Fulton,EP01A,2978.0,32.0,95.0,40.0,1.0,168.0,167.0,941.0,336.0,18.0,1462.0,5.0,13.0,2.0,0.0,20.0,1650.0
Fulton,EP01B,3473.0,32.0,79.0,34.0,1.0,146.0,194.0,933.0,454.0,10.0,1591.0,5.0,8.0,5.0,0.0,18.0,1755.0
Fulton,EP02A,2407.0,12.0,37.0,18.0,3.0,70.0,157.0,551.0,316.0,18.0,1042.0,1.0,0.0,1.0,0.0,2.0,1114.0
Fulton,EP02B,1679.0,19.0,98.0,37.0,0.0,154.0,82.0,612.0,287.0,1.0,982.0,4.0,3.0,6.0,0.0,13.0,1149.0
Fulton,EP02C,522.0,7.0,28.0,13.0,0.0,48.0,14.0,183.0,64.0,0.0,261.0,1.0,2.0,2.0,0.0,5.0,314.0
Fulton,EP02D,420.0,3.0,6.0,3.0,0.0,12.0,29.0,155.0,49.0,0.0,233.0,0.0,1.0,0.0,0.0,1.0,246.0
Fulton,EP02E,1668.0,6.0,35.0,11.0,0.0,52.0,103.0,429.0,165.0,0.0,697.0,3.0,8.0,3.0,0.0,14.0,763.0
Fulton,EP03A,4925.0,48.0,75.0,54.0,1.0,178.0,291.0,1544.0,830.0,9.0,2674.0,5.0,17.0,2.0,0.0,24.0,2876.0
Fulton,EP03B,1547.0,9.0,42.0,10.0,0.0,61.0,69.0,596.0,350.0,5.0,1020.0,2.0,3.0,1.0,1.0,7.0,1088.0
Fulton,EP04A,5020.0,35.0,42.0,27.0,0.0,104.0,506.0,1330.0,677.0,37.0,2550.0,8.0,11.0,2.0,0.0,21.0,2675.0
Fulton,EP04B,2624.0,13.0,32.0,10.0,2.0,57.0,147.0,1059.0,277.0,7.0,1490.0,0.0,5.0,3.0,0.0,8.0,1555.0
Fulton,EP04C,1318.0,0.0,14.0,1.0,1.0,16.0,0.0,395.0,42.0,4.0,441.0,0.0,1.0,0.0,0.0,1.0,458.0
Fulton,FA01A,4032.0,51.0,176.0,72.0,1.0,300.0,213.0,1389.0,605.0,16.0,2223.0,5.0,7.0,6.0,0.0,18.0,2541.0
Fulton,FA01B,5860.0,4.0,235.0,105.0,1.0,345.0,27.0,2218.0,835.0,7.0,3087.0,1.0,16.0,5.0,1.0,23.0,3455.0
Fulton,FA01C,769.0,6.0,20.0,6.0,0.0,32.0,59.0,279.0,106.0,1.0,445.0,0.0,6.0,3.0,0.0,9.0,486.0
Fulton,FA01D,321.0,2.0,9.0,2.0,3.0,16.0,19.0,121.0,6.0,13.0,159.0,0.0,0.0,0.0,1.0,1.0,176.0
Fulton,FC01,325.0,4.0,4.0,2.0,0.0,10.0,20.0,126.0,26.0,3.0,175.0,0.0,1.0,0.0,0.0,1.0,186.0
Fulton,FC02,585.0,6.0,5.0,3.0,0.0,14.0,11.0,26.0,6.0,3.0,46.0,0.0,0.0,0.0,0.0,0.0,60.0
Fulton,FC03,17.0,0.0,1.0,0.0,0.0,1.0,1.0,7.0,0.0,8.0,16.0,0.0,0.0,0.0,0.0,0.0,17.0
Fulton,HP01,3824.0,154.0,301.0,100.0,1.0,556.0,270.0,899.0,446.0,7.0,1622.0,7.0,11.0,8.0,0.0,26.0,2204.0
Fulton,JC01,4128.0,192.0,729.0,271.0,5.0,1197.0,135.0,1130.0,967.0,6.0,2238.0,6.0,11.0,9.0,1.0,27.0,3462.0
Fulton,JC01A,1738.0,100.0,235.0,38.0,3.0,376.0,80.0,465.0,116.0,3.0,664.0,1.0,2.0,1.0,0.0,4.0,1044.0
Fulton,JC02,3001.0,132.0,529.0,234.0,2.0,897.0,104.0,657.0,541.0,4.0,1306.0,4.0,6.0,7.0,0.0,17.0,2220.0
Fulton,JC03A,594.0,34.0,136.0,26.0,2.0,198.0,16.0,201.0,63.0,3.0,283.0,0.0,3.0,2.0,0.0,5.0,486.0
Fulton,JC03B,1616.0,81.0,299.0,65.0,0.0,445.0,70.0,440.0,267.0,0.0,777.0,3.0,14.0,4.0,0.0,21.0,1243.0
Fulton,JC04A,3177.0,92.0,771.0,197.0,10.0,1070.0,49.0,904.0,560.0,9.0,1522.0,0.0,14.0,6.0,0.0,20.0,2612.0
Fulton,JC04B,334.0,9.0,49.0,22.0,0.0,80.0,4.0,96.0,49.0,0.0,149.0,1.0,0.0,0.0,0.0,1.0,230.0
Fulton,JC04C,1251.0,43.0,264.0,54.0,0.0,361.0,22.0,350.0,224.0,0.0,596.0,2.0,8.0,11.0,0.0,21.0,978.0
Fulton,JC05,2350.0,100.0,491.0,107.0,2.0,700.0,63.0,661.0,328.0,2.0,1054.0,7.0,12.0,10.0,0.0,29.0,1783.0
Fulton,JC06,2840.0,153.0,581.0,229.0,4.0,967.0,121.0,551.0,418.0,4.0,1094.0,10.0,8.0,5.0,0.0,23.0,2084.0
Fulton,JC07,4670.0,146.0,922.0,315.0,20.0,1403.0,104.0,1174.0,852.0,15.0,2145.0,8.0,14.0,16.0,0.0,38.0,3586.0
Fulton,JC08,2931.0,111.0,718.0,183.0,1.0,1013.0,73.0,759.0,431.0,4.0,1267.0,4.0,15.0,9.0,0.0,28.0,2308.0
Fulton,JC09,3250.0,133.0,618.0,192.0,4.0,947.0,111.0,828.0,485.0,2.0,1426.0,12.0,15.0,4.0,0.0,31.0,2404.0
Fulton,JC10,2641.0,111.0,445.0,159.0,10.0,725.0,88.0,712.0,436.0,10.0,1246.0,5.0,15.0,6.0,1.0,27.0,1998.0
Fulton,JC11,3497.0,177.0,920.0,267.0,0.0,1364.0,104.0,744.0,466.0,0.0,1314.0,11.0,13.0,9.0,0.0,33.0,2711.0
Fulton,JC12,2832.0,99.0,888.0,338.0,3.0,1328.0,35.0,467.0,402.0,3.0,907.0,1.0,17.0,8.0,0.0,26.0,2261.0
Fulton,JC13A,2317.0,89.0,769.0,208.0,1.0,1067.0,46.0,437.0,284.0,1.0,768.0,2.0,9.0,2.0,0.0,13.0,1848.0
Fulton,JC13B,282.0,8.0,115.0,32.0,1.0,156.0,2.0,45.0,29.0,0.0,76.0,0.0,2.0,1.0,0.0,3.0,235.0
Fulton,JC14,2608.0,83.0,771.0,185.0,1.0,1040.0,57.0,625.0,358.0,2.0,1042.0,1.0,12.0,8.0,0.0,21.0,2103.0
Fulton,JC15,959.0,34.0,185.0,47.0,0.0,266.0,35.0,277.0,118.0,0.0,430.0,3.0,4.0,3.0,0.0,10.0,706.0
Fulton,JC16,2707.0,132.0,683.0,161.0,0.0,976.0,62.0,663.0,382.0,1.0,1108.0,6.0,15.0,6.0,0.0,27.0,2111.0
Fulton,JC18,2857.0,86.0,848.0,216.0,1.0,1151.0,62.0,684.0,398.0,2.0,1146.0,7.0,17.0,10.0,0.0,34.0,2331.0
Fulton,JC19,4174.0,120.0,987.0,250.0,5.0,1362.0,96.0,1030.0,659.0,9.0,1794.0,9.0,33.0,17.0,0.0,59.0,3215.0
Fulton,ML01A,2795.0,141.0,885.0,189.0,21.0,1236.0,68.0,688.0,309.0,13.0,1078.0,7.0,19.0,10.0,2.0,38.0,2352.0
Fulton,ML01B,708.0,42.0,238.0,66.0,0.0,346.0,10.0,121.0,75.0,0.0,206.0,0.0,3.0,4.0,0.0,7.0,559.0
Fulton,ML02A,2580.0,231.0,929.0,234.0,3.0,1397.0,80.0,329.0,270.0,0.0,679.0,9.0,11.0,8.0,0.0,28.0,2104.0
Fulton,ML02B,1914.0,130.0,632.0,197.0,1.0,960.0,52.0,323.0,192.0,1.0,568.0,5.0,13.0,8.0,0.0,26.0,1554.0
Fulton,ML03,3718.0,240.0,1270.0,387.0,5.0,1902.0,90.0,635.0,387.0,2.0,1114.0,14.0,15.0,6.0,0.0,35.0,3051.0
Fulton,ML03A,301.0,15.0,114.0,15.0,2.0,146.0,4.0,49.0,11.0,0.0,64.0,0.0,1.0,0.0,0.0,1.0,211.0
Fulton,ML04,3322.0,207.0,1024.0,325.0,20.0,1576.0,74.0,626.0,364.0,11.0,1075.0,6.0,13.0,9.0,1.0,29.0,2680.0
Fulton,ML05,4843.0,253.0,1170.0,359.0,12.0,1794.0,140.0,1051.0,676.0,2.0,1869.0,10.0,18.0,4.0,0.0,32.0,3695.0
Fulton,ML06A,2181.0,101.0,256.0,84.0,5.0,446.0,98.0,597.0,241.0,3.0,939.0,4.0,8.0,5.0,1.0,18.0,1403.0
Fulton,ML06B,3119.0,127.0,506.0,138.0,3.0,774.0,132.0,821.0,476.0,2.0,1431.0,6.0,17.0,5.0,0.0,28.0,2233.0
Fulton,ML07A,836.0,120.0,218.0,73.0,0.0,411.0,23.0,133.0,79.0,0.0,235.0,1.0,2.0,6.0,0.0,9.0,655.0
Fulton,ML07B,1675.0,217.0,471.0,153.0,0.0,841.0,54.0,262.0,159.0,1.0,476.0,1.0,9.0,5.0,0.0,15.0,1332.0
Fulton,MP01,472.0,121.0,34.0,21.0,4.0,180.0,91.0,37.0,59.0,2.0,189.0,5.0,0.0,2.0,0.0,7.0,376.0
